food_name,category,calories_kcal,carbs_g,protein_g,fat_g,fiber_g,sodium_mg,cluster
부대찌개(간편조리세트 의정부식부대찌개),찌개 및 전골류,1353,137,43,71,19,4823,1
부대찌개(간편조리세트 햄듬뿍부대찌개),찌개 및 전골류,843,77,44,40,7,4153,4
부대찌개,찌개 및 전골류,402,40,18,19,9,2322,0
김치찌개,찌개 및 전골류,244,12,15,15,8,1964,0
김치찌개(김치만),찌개 및 전골류,46,3,2,3,1,507,3
김치찌개(햄),찌개 및 전골류,189,13,11,10,8,1584,3
꽁치찌개,찌개 및 전골류,354,12,24,23,9,1296,0
꽃게탕(간편조리세트 3마리꽃게탕),찌개 및 전골류,319,30,32,8,12,4708,0
나베(간편조리세트 통등심가스나베),찌개 및 전골류,1982,183,63,111,9,4816,1
낙지전골(간편조리세트 낙곱새),찌개 및 전골류,812,119,50,15,14,6692,5
돼지고기찌개(간편조리세트 돼지고기 짜글이),찌개 및 전골류,758,42,73,33,5,3545,4
돼지고기찌개(간편조리세트 돼지고기고추장찌개),찌개 및 전골류,271,29,24,6,9,2549,0
된장찌개(간편조리세트 고깃집 된장찌개),찌개 및 전골류,764,38,54,44,8,2648,4
된장찌개(간편조리세트 구수한 버섯된장찌개),찌개 및 전골류,121,18,8,2,6,1372,3
된장찌개(우렁 강된장),찌개 및 전골류,136,16,7,5,3,1547,3
두부전골,찌개 및 전골류,315,17,26,16,7,1650,0
두부찌개(새우젓),찌개 및 전골류,165,7,16,8,6,1122,3
마라탕(간편조리세트 마라탕),찌개 및 전골류,768,50,41,45,32,3710,4
마라탕,찌개 및 전골류,66,5,4,3,1,358,3
만두전골(간편조리세트 얼큰왕만두전골),찌개 및 전골류,1328,201,47,37,23,6871,5
만두전골,찌개 및 전골류,57,6,4,2,1,250,3
어탕,국 및 탕류,86,2,13,3,1,484,3
연포탕,국 및 탕류,540,20,95,9,14,2340,4
오이냉국,국 및 탕류,19,4,0,0,0,328,3
올갱이국,국 및 탕류,144,13,14,4,6,2016,3
전복탕,국 및 탕류,198,16,27,3,6,1776,0
조개국(바지락),국 및 탕류,160,10,22,3,8,1595,0
지리탕(대구),국 및 탕류,264,10,42,6,4,1476,0
지리탕(복),국 및 탕류,234,10,42,3,5,1350,0
초당순두부,국 및 탕류,522,16,49,29,10,1206,4
해장국(뼈다귀),국 및 탕류,710,23,75,36,17,3090,4
해장국(선지),국 및 탕류,310,17,49,5,10,3070,0
해장국(우거지),국 및 탕류,156,14,12,6,8,2052,3
홍합탕(홍합만),국 및 탕류,29,2,4,1,0,303,3
황태해장국,국 및 탕류,180,6,24,7,5,1536,0
무국물,국 및 탕류,3,1,0,0,0,2,3
고등어찌개,찌개 및 전골류,600,26,49,34,15,2586,4
곱창전골(간편조리세트 대한곱창 곱창전골),찌개 및 전골류,1813,112,75,118,49,4144,1
곱창전골(간편조리세트 소곱창순대전골),찌개 및 전골류,987,110,52,37,23,4395,5
곱창전골(소고기),찌개 및 전골류,528,29,42,27,13,1782,4
된장국(감자),국 및 탕류,40,6,2,1,0,332,3
된장국(무),국 및 탕류,104,15,6,2,5,1742,3
된장국(시금치),국 및 탕류,21,2,2,1,0,351,3
된장국(시래기),국 및 탕류,99,11,7,3,5,1526,3
된장국(우렁),국 및 탕류,245,19,25,8,8,2135,0
매생이국,국 및 탕류,120,13,10,3,9,1420,3
무국(소고기),국 및 탕류,124,8,14,4,3,1068,3
묵말이(도토리묵),국 및 탕류,468,90,7,8,14,3211,2
미소된장국,국 및 탕류,38,3,3,2,0,518,3
미역국(굴),국 및 탕류,17,1,1,1,0,298,3
미역국(바지락),국 및 탕류,9,1,1,0,0,318,3
미역국(북어),국 및 탕류,19,1,2,1,0,295,3
미역국(참치),국 및 탕류,19,1,3,1,0,309,3
미역국(홍합),국 및 탕류,169,12,20,5,9,2041,0
새우탕(간편조리세트 전복민물새우탕),국 및 탕류,890,160,45,7,7,4036,5
소탕,국 및 탕류,87,2,8,5,1,354,3
순대국,국 및 탕류,544,17,44,33,26,1504,4
아구탕,국 및 탕류,246,13,38,5,6,1866,0
어묵국(어묵탕)(간편조리세트 프리미엄 이자카야어묵탕),국 및 탕류,954,152,48,17,11,5615,5
쌀죽(흰죽)(삼광),죽 및 스프류,53,12,1,0,0,0,3
쌀죽(흰죽)(새일미),죽 및 스프류,55,12,1,0,0,0,3
쌀죽(흰죽)(신동진),죽 및 스프류,53,11,1,0,0,0,3
쌀죽(흰죽)(오대),죽 및 스프류,52,11,1,0,0,0,3
쌀죽(흰죽)(칠분도미),죽 및 스프류,68,16,1,0,0,0,3
어죽,죽 및 스프류,552,101,20,8,8,2104,2
율무죽,죽 및 스프류,77,14,3,1,0,1,3
잣죽,죽 및 스프류,875,155,19,20,5,882,5
참깨죽,죽 및 스프류,38,6,1,1,0,120,3
참치죽,죽 및 스프류,656,105,24,16,5,1344,2
채소죽,죽 및 스프류,70,13,1,1,0,143,3
현미죽,죽 및 스프류,64,15,1,0,0,1,3
감자국,국 및 탕류,224,35,8,6,4,1715,3
게국지,국 및 탕류,418,32,45,12,24,4048,0
곰치국,국 및 탕류,420,24,54,12,19,3800,0
곰탕,국 및 탕류,183,18,19,4,2,717,0
김치국,국 및 탕류,90,10,5,3,4,1642,3
낙지탕,국 및 탕류,186,10,29,3,3,1704,0
달걀국,국 및 탕류,39,1,3,2,0,341,3
칼국수(해물),면 및 만두류,630,124,23,5,45,2358,2
콩국수,면 및 만두류,100,12,5,4,1,97,3
탄탄면(간편조리세트 마라 탄탄면),면 및 만두류,1042,126,34,44,5,2031,5
팟타이(간편조리세트 비프 팟타이),면 및 만두류,1331,130,41,72,7,2552,1
팟타이,면 및 만두류,146,19,4,6,1,270,3
게살죽,죽 및 스프류,568,107,18,7,5,1456,2
깨죽,죽 및 스프류,512,79,14,16,9,1160,2
미음,죽 및 스프류,19,5,0,0,0,0,3
미음(칠분도미),죽 및 스프류,20,5,0,0,0,0,3
미음(현미),죽 및 스프류,19,4,0,0,0,0,3
백합죽,죽 및 스프류,455,85,17,6,3,994,2
소고기버섯죽,죽 및 스프류,576,109,19,7,3,1264,2
스프(감자),죽 및 스프류,98,8,2,7,0,196,3
스프(소고기),죽 및 스프류,40,7,1,1,0,312,3
스프(양송이버섯),죽 및 스프류,42,7,1,1,0,253,3
스프(크림),죽 및 스프류,45,7,1,2,0,251,3
스프(옥수수),죽 및 스프류,46,7,1,1,0,229,3
쌀죽(흰죽),죽 및 스프류,53,11,1,0,0,0,3
울면,면 및 만두류,730,128,38,7,8,2800,5
월남쌈(간편조리세트 불고기월남쌈),면 및 만두류,1100,125,53,43,8,1862,5
월남쌈(간편조리세트 소고기야채말이),면 및 만두류,673,38,61,31,11,2140,4
월남쌈(간편조리세트 훈제오리월남쌈),면 및 만두류,986,136,46,29,7,1883,5
자장면,면 및 만두류,800,134,20,20,21,2392,5
자장면(삼선),면 및 만두류,805,127,34,18,10,2625,5
짬뽕(간편조리세트 나가사키 짬뽕탕),면 및 만두류,1334,193,61,35,21,7338,5
짬뽕(간편조리세트 통오징어짬뽕탕),면 및 만두류,674,44,50,33,9,4768,4
짬뽕(굴),면 및 만두류,684,116,33,10,9,2664,2
짬뽕(백짬뽕),면 및 만두류,63,9,4,2,0,280,3
짬뽕(삼선),면 및 만두류,666,102,40,11,8,2691,2
짬뽕(차돌박이),면 및 만두류,88,10,5,3,1,342,3
칼국수(간편조리세트 닭한마리와 칼국수),면 및 만두류,2154,241,182,52,20,7655,1
칼국수(간편조리세트 세숫대야 바지락칼국수),면 및 만두류,1598,210,49,62,2,6477,1
칼국수(간편조리세트 원주식장칼국수),면 및 만두류,1066,209,37,9,8,4046,5
칼국수(간편조리세트 장칼국수),면 및 만두류,1064,200,33,15,18,5759,5
칼국수(닭고기),면 및 만두류,666,95,42,13,9,2124,2
칼국수(들깨),면 및 만두류,456,60,18,16,8,1194,2
스파게티(간편조리세트 트러플 크림 파스타),면 및 만두류,993,111,28,48,13,1508,5
스파게티(간편조리세트 할라피뇨베이컨파스타),면 및 만두류,1702,164,39,99,16,4042,1
스파게티(간편조리세트 핫매콤크림파스타),면 및 만두류,1529,190,43,66,11,2955,1
스파게티(간편조리세트 해장파스타),면 및 만두류,754,122,31,16,9,3022,5
스파게티(까르보나라소스),면 및 만두류,235,20,6,15,1,241,3
스파게티(로제소스),면 및 만두류,171,17,5,9,1,244,3
스파게티(오일소스),면 및 만두류,648,89,20,23,11,1124,2
스파게티(크림소스),면 및 만두류,836,74,22,51,4,1032,4
스파게티(토마토소스),면 및 만두류,645,93,24,19,7,1510,2
스파게티(해물 크림소스),면 및 만두류,920,87,30,50,8,1325,4
스파게티(해물 토마토소스),면 및 만두류,585,87,28,14,8,1535,2
쌀국수,면 및 만두류,318,55,16,4,1,1650,2
올갱이국수,면 및 만두류,570,112,11,8,22,3870,2
우동(간편조리세트 쫄우동),면 및 만두류,1127,178,30,33,1,7568,5
우동(김치),면 및 만두류,504,99,16,5,8,2872,2
우동(삼선),면 및 만두류,690,106,48,8,8,2720,5
우동(일식),면 및 만두류,420,74,13,8,20,2387,2
우동(중식),면 및 만두류,650,85,30,21,22,3400,2
비빔국수,면 및 만두류,113,20,3,2,4,337,3
비빔면(간편조리세트 매콤제육비빔면),면 및 만두류,1766,233,66,63,20,4304,1
수제비(간편조리세트 들깨버섯 수제비),면 및 만두류,1240,222,43,20,17,6200,5
수제비(간편조리세트 우삼겹 짬뽕 수제비),면 및 만두류,1556,191,51,65,15,5618,1
수제비(간편조리세트 해물 백짬뽕 수제비),면 및 만두류,1218,166,56,37,10,6276,5
스파게티(간편조리세트 감바스알리오올리오),면 및 만두류,1163,145,33,51,8,1557,5
스파게티(간편조리세트 바질크림 빠네 파스타),면 및 만두류,1668,212,42,73,21,3065,1
스파게티(간편조리세트 베이컨까르보나라),면 및 만두류,1455,167,37,71,10,1876,1
스파게티(간편조리세트 볼로네제라구파스타),면 및 만두류,1355,128,61,66,12,2513,1
스파게티(간편조리세트 쉬림프 로제파스타),면 및 만두류,1297,133,38,68,20,2135,1
스파게티(간편조리세트 쉬림프 크림파스타),면 및 만두류,1785,103,38,136,10,1785,1
스파게티(간편조리세트 알리오올리오파스타),면 및 만두류,1271,108,26,81,7,1486,1
스파게티(간편조리세트 에그인헬파스타),면 및 만두류,1234,146,51,49,15,2959,5
스파게티(간편조리세트 오마이갓파스타),면 및 만두류,1323,151,48,59,18,3000,1
스파게티(간편조리세트 톡톡크림 빠네 파스타),면 및 만두류,2197,126,57,163,16,3433,1
스테이크(간편조리세트 시그니처찹스테이크),구이류,653,40,53,31,5,1877,4
라면(떡),면 및 만두류,102,18,2,2,1,301,3
라면(라면만),면 및 만두류,84,14,2,2,0,306,3
라면(면),면 및 만두류,174,30,4,4,3,278,3
라면(비빔라면),면 및 만두류,189,31,3,6,2,375,3
라면(용기면),면 및 만두류,103,16,2,4,1,402,3
라면(용기면 국물),면 및 만두류,28,3,1,1,0,423,3
라면(용기면 면),면 및 만두류,192,33,4,5,3,316,3
라면(용기면 볶음라면),면 및 만두류,202,34,5,5,2,435,3
라면(짜장라면),면 및 만두류,177,31,4,4,1,306,3
라면(짬뽕라면),면 및 만두류,690,92,21,26,8,2498,2
라면(치즈),면 및 만두류,594,80,17,23,7,2112,2
만두(고기만두),면 및 만두류,208,28,9,7,5,261,3
만두(김치만두),면 및 만두류,187,24,8,7,6,423,3
만두국,면 및 만두류,434,48,21,17,32,2366,0
메밀소바(간편조리세트 부타이 마제소바),면 및 만두류,1334,196,52,39,11,2833,5
밀면(물밀면),면 및 만두류,71,14,2,0,1,303,3
볶음면(간편조리세트 소고기 야끼소바),면 및 만두류,893,65,31,57,16,1725,4
분짜,면 및 만두류,136,20,6,4,0,398,3
스테이크(간편조리세트 시그니처 스테이크 부채살),구이류,601,32,49,31,4,1137,4
약과,빵 및 과자류,120,25,1,1,1,17,3
유과,빵 및 과자류,127,22,1,4,0,7,3
국수(김치말이국수),면 및 만두류,300,52,13,5,4,2124,2
국수(막국수),면 및 만두류,570,110,20,6,15,3260,2
기스면,면 및 만두류,610,90,38,11,7,2760,2
냉면(비빔냉면),면 및 만두류,131,21,3,4,1,311,3
냉면(열무냉면),면 및 만두류,528,98,21,6,40,3152,2
떡만두국,면 및 만두류,623,111,20,11,8,1981,2
라멘(간편조리세트 매운돈코츠라멘),면 및 만두류,1519,123,64,85,28,7127,1
라멘(돈코츠라멘),면 및 만두류,98,6,4,6,0,377,3
라멘(미소라멘),면 및 만두류,89,11,5,3,1,388,3
라멘(소유라멘),면 및 만두류,72,9,4,2,0,420,3
라멘(시오라멘),면 및 만두류,84,12,5,2,1,292,3
라면(간편조리세트 ?c양꿍요괴라면),면 및 만두류,1130,173,31,36,10,6304,5
라면(국물),면 및 만두류,19,2,0,1,0,380,3
케이크(치즈케이크),빵 및 과자류,329,29,7,21,1,201,0
크로켓(고로케)(채소),빵 및 과자류,301,31,7,16,1,403,0
파이/만주(만주),빵 및 과자류,223,47,5,2,3,118,3
페이스트리,빵 및 과자류,320,33,6,18,2,296,0
프레즐,빵 및 과자류,312,55,8,6,3,215,2
피자(불고기피자),빵 및 과자류,506,61,27,17,5,916,2
피자(치즈피자),빵 및 과자류,554,71,31,16,6,950,2
피자(페퍼로니피자),빵 및 과자류,532,70,29,15,5,946,2
피자(포테이토피자),빵 및 과자류,628,72,28,26,6,1000,2
핫도그,빵 및 과자류,341,25,8,23,2,398,0
핫도그(감자),빵 및 과자류,324,20,8,23,2,490,0
핫도그(모짜렐라),빵 및 과자류,318,28,12,18,2,455,0
햄버거,빵 및 과자류,225,16,11,13,1,323,3
햄버거(소고기패티),빵 및 과자류,271,36,12,9,0,594,0
햄버거(소고기패티 토마토 양상추),빵 및 과자류,229,18,10,13,7,378,3
햄버거(치즈),빵 및 과자류,284,22,15,15,1,525,0
매작과,빵 및 과자류,124,20,2,4,0,30,3
산자,빵 및 과자류,110,25,1,1,0,7,3
스테이크(간편조리세트 비프찹스테이크),구이류,791,39,42,52,4,1878,4
찹쌀떡(팥),빵 및 과자류,266,58,4,2,2,191,3
다식(송화),빵 및 과자류,111,22,2,1,2,4,3
다쿠아즈,빵 및 과자류,447,43,8,27,3,51,0
도넛(찹쌀),빵 및 과자류,207,40,4,4,2,243,3
마카롱,빵 및 과자류,480,45,7,30,2,47,0
버터크림빵,빵 및 과자류,230,28,5,11,1,191,3
샌드위치(닭고기),빵 및 과자류,250,21,16,11,1,753,0
샌드위치(생선),빵 및 과자류,257,27,10,12,1,602,3
샌드위치(소고기),빵 및 과자류,244,22,15,10,1,653,0
샌드위치(소시지),빵 및 과자류,276,24,10,16,1,542,0
샌드위치(참치),빵 및 과자류,555,36,23,35,5,915,4
샌드위치(햄 치즈),빵 및 과자류,284,27,9,16,0,488,0
샌드위치(햄 치즈 채소),빵 및 과자류,214,22,9,10,5,532,3
소보로빵,빵 및 과자류,277,42,6,9,2,202,3
소보로빵(맘모스빵),빵 및 과자류,354,51,7,14,3,137,2
식빵(통밀식빵),빵 및 과자류,279,49,9,5,5,660,3
앙금빵(앙버터빵),빵 및 과자류,372,42,7,20,4,221,0
케이크(초콜릿케이크),빵 및 과자류,420,44,5,25,2,170,0
스테이크(간편조리세트 블랙라벨 스테이크 부채살),구이류,769,28,65,44,10,1334,4
백설기(검정콩),빵 및 과자류,229,48,6,1,2,223,3
빙떡(메밀전병),빵 및 과자류,168,22,6,6,3,346,3
송편(검정콩),빵 및 과자류,200,41,7,1,0,463,3
송편(깨),빵 및 과자류,224,45,5,3,4,232,3
송편(콩),빵 및 과자류,194,42,5,1,4,234,3
송편(팥),빵 및 과자류,200,44,5,0,0,466,3
수수경단,빵 및 과자류,218,43,8,1,0,238,3
수수부꾸미,빵 및 과자류,248,42,6,6,7,261,3
수수팥떡,빵 및 과자류,204,43,7,1,8,242,3
시루떡,빵 및 과자류,217,48,5,1,4,278,3
시루떡(녹두),빵 및 과자류,246,48,8,3,4,264,3
쑥떡,빵 및 과자류,249,58,3,0,2,254,3
약식,빵 및 과자류,220,45,4,2,1,233,3
인절미(콩고물),빵 및 과자류,231,50,6,1,2,337,3
인절미(팥고물),빵 및 과자류,204,45,4,1,0,269,3
절편,빵 및 과자류,197,44,4,1,1,258,3
찰시루떡,빵 및 과자류,181,38,7,0,1,182,3
찹쌀떡,빵 및 과자류,277,66,3,0,1,226,2
초밥(장어),밥류,488,81,17,11,3,1270,2
초밥(한치),밥류,375,78,14,1,1,1200,2
캘리포니아롤,밥류,489,89,12,9,7,1296,2
콩밥(강낭콩),밥류,173,38,4,0,1,25,3
회덮밥,밥류,685,103,30,17,8,745,2
가래떡,빵 및 과자류,210,46,4,1,0,250,3
가래떡(흑미),빵 및 과자류,205,48,4,0,0,226,3
개피떡(바람떡),빵 및 과자류,206,44,5,1,0,286,3
경단(깨),빵 및 과자류,319,74,4,1,5,180,2
경단(찹쌀 카스텔라),빵 및 과자류,237,51,4,2,0,185,3
경단(콩),빵 및 과자류,314,74,4,0,2,226,2
기피편,빵 및 과자류,220,49,5,0,5,281,3
모듬찰떡,빵 및 과자류,233,43,6,4,4,203,3
모싯잎송편(동부),빵 및 과자류,190,40,6,1,4,262,3
모싯잎송편(동부(국내산)),빵 및 과자류,190,41,5,1,4,282,3
모싯잎송편(동부(수입산)),빵 및 과자류,190,40,6,1,3,242,3
무지개떡,빵 및 과자류,229,53,4,0,0,277,3
백설기,빵 및 과자류,224,50,4,1,0,290,3
삼각김밥(숯불갈비),밥류,161,33,4,2,1,358,3
삼각김밥(참치마요네즈),밥류,172,32,4,3,1,282,3
새우튀김롤,밥류,606,96,14,18,7,1392,2
쌀밥,밥류,166,37,3,0,0,0,3
알밥(간편조리세트 갑오징어알뚝밥),밥류,440,36,35,17,3,3664,0
연어롤,밥류,510,74,19,15,9,1212,2
연잎밥,밥류,207,47,4,0,0,178,3
자장밥,밥류,740,120,15,22,12,1560,2
주먹밥(멸치),밥류,312,54,9,7,3,496,2
짜장밥(오징어),밥류,136,22,6,3,1,325,3
초밥(광어),밥류,453,78,27,4,2,810,2
초밥(농어),밥류,398,79,17,1,2,1035,2
초밥(모듬),밥류,462,76,25,6,2,969,2
초밥(문어),밥류,392,82,15,1,2,1200,2
초밥(새우),밥류,130,20,8,2,0,451,3
초밥(연어),밥류,207,20,11,9,0,278,3
초밥(유부초밥),밥류,165,31,4,3,1,255,3
덮밥(송이버섯),밥류,582,96,18,14,13,1680,2
덮밥(유산슬),밥류,578,74,27,19,10,1578,2
덮밥(장어),밥류,716,97,30,23,10,920,2
덮밥(참치),밥류,680,103,29,17,8,1620,2
덮밥(해물),밥류,770,100,42,22,11,1806,5
리소토/리조또(간편조리세트 베이컨버섯크림리조또),밥류,1661,141,28,109,7,2247,1
리소토/리조또(간편조리세트 쉬림프로제리조또),밥류,1427,151,27,79,5,2425,1
볶음밥(간편조리세트 돼지불백깍둑볶음누룽밥),밥류,1112,107,65,47,6,3098,5
볶음밥,밥류,193,22,7,8,0,282,3
볶음밥(김치),밥류,167,23,4,6,1,320,3
볶음밥(삼선),밥류,688,86,26,26,9,1212,2
비빔밥(간편조리세트 꼬막비빔밥),밥류,357,38,25,11,9,1627,0
비빔밥(멍게),밥류,548,91,17,13,7,1144,2
비빔밥(약초),밥류,512,80,12,16,10,972,2
삼각김밥(고추장불고기),밥류,165,34,4,2,1,343,3
곤드레나물밥,밥류,522,99,10,9,10,91,2
국밥,밥류,416,59,28,8,10,2304,2
국밥(굴),밥류,682,88,42,18,5,1638,2
국밥(돼지고기),밥류,912,75,66,39,12,1092,4
국밥(소고기),밥류,329,43,22,8,7,1785,0
귀리밥,밥류,162,35,4,1,1,0,3
누룽지(뜨거운물첨가),밥류,69,15,1,0,0,13,3
아이스 카페라떼(카라멜),음료 및 차류,195,33,5,5,0,60,3
아이스 카페모카,음료 및 차류,206,34,6,5,1,85,3
아이스 카페모카(카라멜),음료 및 차류,259,49,6,5,1,89,3
아이스 카페모카(카라멜 휘핑크림),음료 및 차류,369,51,6,16,1,103,2
아이스 카페모카(휘핑크림),음료 및 차류,316,36,6,16,1,99,0
율무차,음료 및 차류,66,12,1,2,0,62,3
카페라떼,음료 및 차류,135,13,6,6,0,71,3
카페라떼(시럽),음료 및 차류,181,24,6,6,0,71,3
카페라떼(카라멜),음료 및 차류,209,33,6,7,0,75,3
카페모카,음료 및 차류,224,34,7,7,0,99,3
카페모카(카라멜),음료 및 차류,263,45,7,7,0,99,3
카페모카(카라멜 휘핑크림),음료 및 차류,373,47,7,18,0,114,2
카페모카(휘핑크림),음료 및 차류,330,36,7,18,0,110,0
커피(타먹는커피),음료 및 차류,51,10,0,1,0,2,3
감자범벅,"곡류, 서류 제품",107,25,3,0,3,674,3
파강회,"채소, 해조류",36,5,1,1,1,235,3
육회,수·조·어·육류,474,40,28,23,3,732,0
모듬회,수·조·어·육류,200,8,34,3,0,740,0
오이장아찌,장아찌·절임류,41,4,1,2,0,1153,3
무말랭이장아찌,장아찌·절임류,110,17,4,3,6,1212,3
무숙장아찌,장아찌·절임류,87,4,3,6,0,1308,3
짜장소스,"장류, 양념류",202,26,9,7,4,1076,3
카레소스,"장류, 양념류",203,28,8,7,3,1090,3
고춧가루 양념장,"장류, 양념류",161,17,7,8,5,1628,3
기름장,"장류, 양념류",64,0,0,7,0,752,3
쌈장,"장류, 양념류",31,4,1,1,1,516,3
초간장,"장류, 양념류",11,2,1,0,0,478,3
팥빙수,유제품류 및 빙과류,297,62,7,2,3,102,2
두유 카페라떼,음료 및 차류,106,8,5,6,1,114,3
두유 카페라떼(시럽),음료 및 차류,156,21,5,6,1,117,3
딸기넥타,음료 및 차류,110,28,1,0,2,21,3
딸기바나나 스무디,음료 및 차류,192,42,4,2,3,39,3
미숫가루(선식)음료,음료 및 차류,128,28,3,1,2,1,3
수박화채,음료 및 차류,84,16,2,2,0,18,3
아이스 카페라떼,음료 및 차류,110,11,5,5,0,57,3
아이스 카페라떼(시럽),음료 및 차류,163,24,5,5,0,60,3
천사채무침,생채·무침류,161,6,7,12,2,546,3
치커리무침,생채·무침류,24,4,1,1,1,258,3
콩나물 느타리무침,생채·무침류,46,4,3,3,2,193,3
콩나물냉채,생채·무침류,14,2,1,0,0,101,3
콩나물냉채(오이),생채·무침류,63,10,4,1,2,230,3
오이김치,김치류,39,8,2,0,2,1894,3
가지김치,김치류,36,6,2,1,3,1592,3
섞박지,김치류,38,7,2,1,3,1895,3
양념채김치,김치류,101,14,6,3,5,2027,3
오이 물김치,김치류,51,9,3,1,2,2268,3
양념 바지락젓,젓갈류,6,0,1,0,0,0,3
양념 새우젓,젓갈류,10,1,1,0,0,879,3
양념 오징어젓,젓갈류,9,1,1,0,0,279,3
양념 오징어젓(낙지),젓갈류,10,1,1,0,0,302,3
더덕장아찌,장아찌·절임류,59,9,1,3,2,2116,3
시금치 겉절이,생채·무침류,44,5,2,2,2,289,3
쑥갓오이무침,생채·무침류,47,7,2,1,2,197,3
양념 도토리묵,생채·무침류,64,12,1,1,1,424,3
양배추 겉절이,생채·무침류,45,7,2,1,2,445,3
양배추 샐러드,생채·무침류,121,5,1,11,1,177,3
양배추부추무침,생채·무침류,31,6,2,0,2,296,3
양상추 샐러드,생채·무침류,66,4,1,5,0,74,3
어묵 오이무침,생채·무침류,135,19,8,3,1,562,3
오이 도라지 생채,생채·무침류,53,11,2,1,2,286,3
오이고추 된장무침,생채·무침류,16,3,1,0,0,156,3
오이부추무침,생채·무침류,13,3,0,0,0,103,3
옥수수샐러드,생채·무침류,168,16,2,11,1,222,3
옥수수샐러드(햄),생채·무침류,200,13,9,12,2,312,3
유채무침,생채·무침류,48,10,3,1,2,180,3
쥐포무침,생채·무침류,92,10,8,2,0,428,3
짜사이무침,생채·무침류,22,2,0,2,0,474,3
참나물 무침(된장),생채·무침류,8,1,0,0,0,50,3
참치 샐러드,생채·무침류,203,3,11,16,0,153,3
돌나물무침,생채·무침류,22,5,1,0,0,139,3
두부냉채,생채·무침류,141,7,12,8,2,420,3
마늘쫑장아찌무침,생채·무침류,40,9,1,0,1,353,3
마카로니 샐러드,생채·무침류,220,18,9,12,2,543,3
메밀묵 무침,생채·무침류,94,17,2,2,2,360,3
멕시컨샐러드,생채·무침류,192,14,7,12,2,412,3
문어무침,생채·무침류,82,6,9,3,1,435,3
미역 오이무침,생채·무침류,61,12,2,2,2,817,3
뱅어포무침,생채·무침류,108,3,13,5,0,329,3
부추 겉절이,생채·무침류,12,2,1,1,0,89,3
부추 채소무침,생채·무침류,11,2,1,0,0,86,3
부추 초무침,생채·무침류,12,2,1,0,0,94,3
브로콜리 두부무침,생채·무침류,18,3,1,0,0,84,3
브로콜리무침,생채·무침류,16,4,1,0,0,88,3
삼색냉채,생채·무침류,102,11,8,3,1,548,3
새싹 샐러드,생채·무침류,122,5,1,11,1,77,3
새우무침,생채·무침류,87,4,10,3,0,125,3
소라무침,생채·무침류,111,7,17,1,0,50,3
청포묵 무침,생채·무침류,64,10,2,3,2,423,3
파래무침,생채·무침류,15,3,1,0,1,215,3
파래무침(무),생채·무침류,21,4,1,1,1,167,3
파래무침(액젓),생채·무침류,22,3,2,1,1,321,3
풋고추된장무침,생채·무침류,22,4,1,0,1,195,3
풋마늘무침,생채·무침류,27,6,1,1,1,108,3
피조개무침,생채·무침류,116,14,11,2,2,460,3
가오리회무침,생채·무침류,127,17,13,1,3,443,3
감자샐러드,생채·무침류,129,12,2,8,1,246,3
겨자채,생채·무침류,180,6,8,13,1,27,3
단호박 샐러드,생채·무침류,62,5,1,5,1,42,3
달걀 샐러드,생채·무침류,263,9,10,21,1,289,0
닭가슴살 샐러드(마요네즈),생채·무침류,162,8,12,9,2,225,3
닭가슴살 샐러드(드레싱),생채·무침류,111,6,12,4,2,168,3
닭고기냉채,생채·무침류,108,9,16,1,2,32,3
닭튀김 샐러드,생채·무침류,237,12,11,16,2,306,0
부추무침(양파),생채·무침류,10,2,1,0,0,84,3
부추무침(채소),생채·무침류,12,2,1,1,0,89,3
북어채무침,생채·무침류,134,6,21,2,0,264,3
샐러드(단호박),생채·무침류,64,5,1,5,1,41,3
양장피,생채·무침류,279,18,37,6,6,1247,0
얼갈이 겉절이,생채·무침류,23,4,1,1,2,190,3
오이무침,생채·무침류,38,6,1,1,1,3,3
오이생채(부추),생채·무침류,8,2,0,0,0,97,3
오이생채(양파),생채·무침류,24,5,1,0,1,154,3
오이생채(고추장),생채·무침류,20,4,1,0,0,222,3
오이지무침,생채·무침류,43,3,1,3,0,372,3
오이지무침(고추),생채·무침류,14,2,0,0,0,911,3
오징어무침(채소),생채·무침류,50,4,7,1,0,174,3
오징어채무침,생채·무침류,100,8,12,2,0,350,3
참나물 겉절이,생채·무침류,8,1,0,0,0,49,3
참나물 겉절이(단감),생채·무침류,11,2,0,0,0,48,3
도라지생채(북어),생채·무침류,106,9,14,2,1,520,3
도토리묵무침,생채·무침류,56,12,1,1,1,179,3
돌나물,생채·무침류,22,5,1,0,0,139,3
두릅무침,생채·무침류,63,10,3,2,1,1258,3
마늘장아찌무침,생채·무침류,40,9,1,0,0,322,3
마늘쫑무침,생채·무침류,28,6,1,0,1,101,3
무말랭이무침(오징어),생채·무침류,150,21,10,3,6,283,3
무생채(굴),생채·무침류,40,6,3,1,1,675,3
무생채(미나리),생채·무침류,39,7,1,1,2,507,3
미나리무침,생채·무침류,10,1,0,0,0,86,3
미나리무침(고추장),생채·무침류,20,4,1,0,1,109,3
쑥갓나물(두부),나물·숙채류,16,1,2,1,0,94,3
쑥갓나물(모듬채소),나물·숙채류,12,1,1,1,0,110,3
씀바귀나물,나물·숙채류,23,4,1,1,1,178,3
애호박나물,나물·숙채류,18,3,1,1,1,81,3
양배추 초나물,나물·숙채류,75,11,2,3,2,198,3
