food_name,category,calories_kcal,carbs_g,protein_g,fat_g,sugar_g,fiber_g,calcium_mg,sodium_mg
소고기전골(간편조리세트 어복쟁반),찌개 및 전골류,597,23,55,32,6,11,97,3742
소고기전골(간편조리세트 파빌리온 얼큰 소고기 전골),찌개 및 전골류,896,33,54,61,8,17,282,4470
소고기전골(간편조리세트 평양식 어복쟁반),찌개 및 전골류,1398,98,129,54,11,23,147,3993
순두부찌개(간편조리세트 강릉식 짬뽕 순두부),찌개 및 전골류,383,25,34,16,9,10,182,3420
순두부찌개(간편조리세트 우삼겹 순두부찌개),찌개 및 전골류,687,39,57,33,19,15,304,4730
순두부찌개(간편조리세트 짬뽕순두부찌개),찌개 및 전골류,693,43,52,34,9,12,245,5735
순두부찌개(간편조리세트 해물짬뽕순두부),찌개 및 전골류,1091,73,68,58,26,12,391,6977
매운탕(광어),찌개 및 전골류,420,9,58,17,1,4,864,1800
매운탕(대구),찌개 및 전골류,360,17,57,7,1,9,438,1986
매운탕(메기),찌개 및 전골류,402,49,29,10,5,10,396,1860
매운탕(서더리),찌개 및 전골류,30,1,4,1,0,0,23,189
매운탕(아귀),찌개 및 전골류,43,2,7,1,0,1,45,345
매운탕(우럭),찌개 및 전골류,408,11,52,17,1,7,780,1776
매운탕(조기),찌개 및 전골류,384,17,35,19,4,12,1134,2274
매운탕(짱뚱어),찌개 및 전골류,186,17,12,9,2,8,330,2052
밀푀유나베(간편조리세트 매콤 밀푀유나베),찌개 및 전골류,698,32,52,39,19,11,178,5038
밀푀유나베(간편조리세트 밀푀유나베),찌개 및 전골류,597,30,57,27,22,11,133,4176
버섯전골(간편조리세트 남도식 들깨 버섯전골),찌개 및 전골류,387,44,21,15,9,18,252,2672
버섯찌개,찌개 및 전골류,168,15,15,5,4,8,72,1292
부대찌개(간편조리세트 오뎅식당 부대찌개),찌개 및 전골류,1701,79,74,121,14,11,504,6076
부대찌개(간편조리세트 의정부식부대찌개),찌개 및 전골류,1353,137,43,71,16,19,242,4823
부대찌개(간편조리세트 햄듬뿍부대찌개),찌개 및 전골류,843,77,44,40,14,7,206,4153
부대찌개,찌개 및 전골류,402,40,18,19,6,9,90,2322
김치찌개,찌개 및 전골류,244,12,15,15,3,8,152,1964
김치찌개(김치만),찌개 및 전골류,46,3,2,3,1,1,38,507
김치찌개(햄),찌개 및 전골류,189,13,11,10,3,8,102,1584
꽁치찌개,찌개 및 전골류,354,12,24,23,5,9,219,1296
꽃게탕(간편조리세트 3마리꽃게탕),찌개 및 전골류,319,30,32,8,13,12,515,4708
나베(간편조리세트 통등심가스나베),찌개 및 전골류,1982,183,63,111,41,9,117,4816
낙지전골(간편조리세트 낙곱새),찌개 및 전골류,812,119,50,15,29,14,508,6692
돼지고기찌개(간편조리세트 돼지고기 짜글이),찌개 및 전골류,758,42,73,33,32,5,112,3545
돼지고기찌개(간편조리세트 돼지고기고추장찌개),찌개 및 전골류,271,29,24,6,14,9,144,2549
된장찌개(간편조리세트 고깃집 된장찌개),찌개 및 전골류,764,38,54,44,12,8,361,2648
된장찌개(간편조리세트 구수한 버섯된장찌개),찌개 및 전골류,121,18,8,2,10,6,37,1372
된장찌개(우렁 강된장),찌개 및 전골류,136,16,7,5,8,3,113,1547
두부전골,찌개 및 전골류,315,17,26,16,3,7,410,1650
두부찌개(새우젓),찌개 및 전골류,165,7,16,8,1,6,225,1122
마라탕(간편조리세트 마라탕),찌개 및 전골류,768,50,41,45,16,32,288,3710
마라탕,찌개 및 전골류,66,5,4,3,0,1,21,358
만두전골(간편조리세트 얼큰왕만두전골),찌개 및 전골류,1328,201,47,37,27,23,407,6871
만두전골,찌개 및 전골류,57,6,4,2,0,1,36,250
어탕,국 및 탕류,86,2,13,3,0,1,80,484
연포탕,국 및 탕류,540,20,95,9,0,14,550,2340
오이냉국,국 및 탕류,19,4,0,0,3,0,16,328
올갱이국,국 및 탕류,144,13,14,4,1,6,390,2016
전복탕,국 및 탕류,198,16,27,3,1,6,162,1776
조개국(바지락),국 및 탕류,160,10,22,3,1,8,368,1595
지리탕(대구),국 및 탕류,264,10,42,6,1,4,342,1476
지리탕(복),국 및 탕류,234,10,42,3,1,5,240,1350
초당순두부,국 및 탕류,522,16,49,29,0,10,333,1206
해장국(뼈다귀),국 및 탕류,710,23,75,36,5,17,670,3090
해장국(선지),국 및 탕류,310,17,49,5,3,10,210,3070
해장국(우거지),국 및 탕류,156,14,12,6,2,8,198,2052
홍합탕(홍합만),국 및 탕류,29,2,4,1,0,0,32,303
황태해장국,국 및 탕류,180,6,24,7,1,5,162,1536
무국물,국 및 탕류,3,1,0,0,0,0,2,2
고등어찌개,찌개 및 전골류,600,26,49,34,7,15,264,2586
곱창전골(간편조리세트 대한곱창 곱창전골),찌개 및 전골류,1813,112,75,118,13,49,414,4144
곱창전골(간편조리세트 소곱창순대전골),찌개 및 전골류,987,110,52,37,26,23,368,4395
곱창전골(소고기),찌개 및 전골류,528,29,42,27,2,13,150,1782
된장국(감자),국 및 탕류,40,6,2,1,1,0,20,332
된장국(무),국 및 탕류,104,15,6,2,5,5,90,1742
된장국(시금치),국 및 탕류,21,2,2,1,0,0,32,351
된장국(시래기),국 및 탕류,99,11,7,3,1,5,212,1526
된장국(우렁),국 및 탕류,245,19,25,8,3,8,655,2135
매생이국,국 및 탕류,120,13,10,3,0,9,125,1420
무국(소고기),국 및 탕류,124,8,14,4,3,3,60,1068
묵말이(도토리묵),국 및 탕류,468,90,7,8,6,14,169,3211
미소된장국,국 및 탕류,38,3,3,2,0,0,27,518
미역국(굴),국 및 탕류,17,1,1,1,0,0,26,298
미역국(바지락),국 및 탕류,9,1,1,0,0,0,31,318
미역국(북어),국 및 탕류,19,1,2,1,0,0,31,295
미역국(참치),국 및 탕류,19,1,3,1,0,0,25,309
미역국(홍합),국 및 탕류,169,12,20,5,0,9,228,2041
새우탕(간편조리세트 전복민물새우탕),국 및 탕류,890,160,45,7,14,7,1319,4036
소탕,국 및 탕류,87,2,8,5,0,1,82,354
순대국,국 및 탕류,544,17,44,33,0,26,104,1504
아구탕,국 및 탕류,246,13,38,5,1,6,300,1866
어묵국(어묵탕)(간편조리세트 프리미엄 이자카야어묵탕),국 및 탕류,954,152,48,17,41,11,913,5615
쌀죽(흰죽)(삼광),죽 및 스프류,53,12,1,0,0,0,1,0
쌀죽(흰죽)(새일미),죽 및 스프류,55,12,1,0,0,0,0,0
쌀죽(흰죽)(신동진),죽 및 스프류,53,11,1,0,0,0,1,0
쌀죽(흰죽)(오대),죽 및 스프류,52,11,1,0,0,0,0,0
쌀죽(흰죽)(칠분도미),죽 및 스프류,68,16,1,0,0,0,2,0
어죽,죽 및 스프류,552,101,20,8,9,8,192,2104
율무죽,죽 및 스프류,77,14,3,1,0,0,3,1
잣죽,죽 및 스프류,875,155,19,20,2,5,35,882
참깨죽,죽 및 스프류,38,6,1,1,0,0,17,120
참치죽,죽 및 스프류,656,105,24,16,1,5,80,1344
채소죽,죽 및 스프류,70,13,1,1,0,0,12,143
현미죽,죽 및 스프류,64,15,1,0,0,0,3,1
감자국,국 및 탕류,224,35,8,6,5,4,119,1715
게국지,국 및 탕류,418,32,45,12,10,24,1320,4048
곰치국,국 및 탕류,420,24,54,12,2,19,710,3800
곰탕,국 및 탕류,183,18,19,4,0,2,15,717
김치국,국 및 탕류,90,10,5,3,2,4,112,1642
낙지탕,국 및 탕류,186,10,29,3,1,3,108,1704
달걀국,국 및 탕류,39,1,3,2,0,0,24,341
칼국수(해물),면 및 만두류,630,124,23,5,3,45,126,2358
콩국수,면 및 만두류,100,12,5,4,0,1,25,97
탄탄면(간편조리세트 마라 탄탄면),면 및 만두류,1042,126,34,44,18,5,78,2031
팟타이(간편조리세트 비프 팟타이),면 및 만두류,1331,130,41,72,52,7,213,2552
팟타이,면 및 만두류,146,19,4,6,5,1,55,270
게살죽,죽 및 스프류,568,107,18,7,0,5,104,1456
깨죽,죽 및 스프류,512,79,14,16,3,9,400,1160
미음,죽 및 스프류,19,5,0,0,0,0,0,0
미음(칠분도미),죽 및 스프류,20,5,0,0,0,0,1,0
미음(현미),죽 및 스프류,19,4,0,0,0,0,1,0
백합죽,죽 및 스프류,455,85,17,6,0,3,112,994
소고기버섯죽,죽 및 스프류,576,109,19,7,0,3,56,1264
스프(감자),죽 및 스프류,98,8,2,7,3,0,32,196
스프(소고기),죽 및 스프류,40,7,1,1,2,0,5,312
스프(양송이버섯),죽 및 스프류,42,7,1,1,2,0,6,253
스프(크림),죽 및 스프류,45,7,1,2,1,0,7,251
스프(옥수수),죽 및 스프류,46,7,1,1,2,0,20,229
쌀죽(흰죽),죽 및 스프류,53,11,1,0,0,0,0,0
울면,면 및 만두류,730,128,38,7,0,8,290,2800
월남쌈(간편조리세트 불고기월남쌈),면 및 만두류,1100,125,53,43,56,8,81,1862
월남쌈(간편조리세트 소고기야채말이),면 및 만두류,673,38,61,31,31,11,110,2140
월남쌈(간편조리세트 훈제오리월남쌈),면 및 만두류,986,136,46,29,66,7,89,1883
자장면,면 및 만두류,800,134,20,20,7,21,84,2392
자장면(삼선),면 및 만두류,805,127,34,18,10,10,119,2625
짬뽕(간편조리세트 나가사키 짬뽕탕),면 및 만두류,1334,193,61,35,19,21,301,7338
짬뽕(간편조리세트 통오징어짬뽕탕),면 및 만두류,674,44,50,33,13,9,301,4768
짬뽕(굴),면 및 만두류,684,116,33,10,1,9,441,2664
짬뽕(백짬뽕),면 및 만두류,63,9,4,2,0,0,15,280
짬뽕(삼선),면 및 만두류,666,102,40,11,1,8,405,2691
짬뽕(차돌박이),면 및 만두류,88,10,5,3,0,1,15,342
칼국수(간편조리세트 닭한마리와 칼국수),면 및 만두류,2154,241,182,52,41,20,2269,7655
칼국수(간편조리세트 세숫대야 바지락칼국수),면 및 만두류,1598,210,49,62,18,2,561,6477
칼국수(간편조리세트 원주식장칼국수),면 및 만두류,1066,209,37,9,25,8,232,4046
칼국수(간편조리세트 장칼국수),면 및 만두류,1064,200,33,15,25,18,200,5759
칼국수(닭고기),면 및 만두류,666,95,42,13,5,9,81,2124
칼국수(들깨),면 및 만두류,456,60,18,16,1,8,174,1194
스파게티(간편조리세트 트러플 크림 파스타),면 및 만두류,993,111,28,48,10,13,457,1508
스파게티(간편조리세트 할라피뇨베이컨파스타),면 및 만두류,1702,164,39,99,15,16,221,4042
스파게티(간편조리세트 핫매콤크림파스타),면 및 만두류,1529,190,43,66,35,11,299,2955
스파게티(간편조리세트 해장파스타),면 및 만두류,754,122,31,16,18,9,100,3022
스파게티(까르보나라소스),면 및 만두류,235,20,6,15,2,1,54,241
스파게티(로제소스),면 및 만두류,171,17,5,9,3,1,53,244
스파게티(오일소스),면 및 만두류,648,89,20,23,1,11,112,1124
스파게티(크림소스),면 및 만두류,836,74,22,51,9,4,240,1032
스파게티(토마토소스),면 및 만두류,645,93,24,19,15,7,215,1510
스파게티(해물 크림소스),면 및 만두류,920,87,30,50,8,8,330,1325
스파게티(해물 토마토소스),면 및 만두류,585,87,28,14,13,8,340,1535
쌀국수,면 및 만두류,318,55,16,4,4,1,42,1650
올갱이국수,면 및 만두류,570,112,11,8,18,22,240,3870
우동(간편조리세트 쫄우동),면 및 만두류,1127,178,30,33,15,1,171,7568
우동(김치),면 및 만두류,504,99,16,5,2,8,112,2872
우동(삼선),면 및 만두류,690,106,48,8,0,8,210,2720
우동(일식),면 및 만두류,420,74,13,8,2,20,77,2387
우동(중식),면 및 만두류,650,85,30,21,1,22,190,3400
비빔국수,면 및 만두류,113,20,3,2,0,4,21,337
비빔면(간편조리세트 매콤제육비빔면),면 및 만두류,1766,233,66,63,49,20,138,4304
수제비(간편조리세트 들깨버섯 수제비),면 및 만두류,1240,222,43,20,12,17,269,6200
수제비(간편조리세트 우삼겹 짬뽕 수제비),면 및 만두류,1556,191,51,65,27,15,1274,5618
수제비(간편조리세트 해물 백짬뽕 수제비),면 및 만두류,1218,166,56,37,17,10,278,6276
스파게티(간편조리세트 감바스알리오올리오),면 및 만두류,1163,145,33,51,7,8,102,1557
스파게티(간편조리세트 바질크림 빠네 파스타),면 및 만두류,1668,212,42,73,20,21,652,3065
스파게티(간편조리세트 베이컨까르보나라),면 및 만두류,1455,167,37,71,24,10,311,1876
스파게티(간편조리세트 볼로네제라구파스타),면 및 만두류,1355,128,61,66,26,12,447,2513
스파게티(간편조리세트 쉬림프 로제파스타),면 및 만두류,1297,133,38,68,31,20,270,2135
스파게티(간편조리세트 쉬림프 크림파스타),면 및 만두류,1785,103,38,136,15,10,474,1785
스파게티(간편조리세트 알리오올리오파스타),면 및 만두류,1271,108,26,81,5,7,85,1486
스파게티(간편조리세트 에그인헬파스타),면 및 만두류,1234,146,51,49,35,15,463,2959
스파게티(간편조리세트 오마이갓파스타),면 및 만두류,1323,151,48,59,53,18,238,3000
스파게티(간편조리세트 톡톡크림 빠네 파스타),면 및 만두류,2197,126,57,163,25,16,519,3433
스테이크(간편조리세트 시그니처찹스테이크),구이류,653,40,53,31,32,5,65,1877
라면(떡),면 및 만두류,102,18,2,2,0,1,49,301
라면(라면만),면 및 만두류,84,14,2,2,0,0,48,306
라면(면),면 및 만두류,174,30,4,4,0,3,97,278
라면(비빔라면),면 및 만두류,189,31,3,6,1,2,8,375
라면(용기면),면 및 만두류,103,16,2,4,0,1,49,402
라면(용기면 국물),면 및 만두류,28,3,1,1,0,0,8,423
라면(용기면 면),면 및 만두류,192,33,4,5,0,3,123,316
라면(용기면 볶음라면),면 및 만두류,202,34,5,5,3,2,16,435
라면(짜장라면),면 및 만두류,177,31,4,4,0,1,76,306
라면(짬뽕라면),면 및 만두류,690,92,21,26,1,8,585,2498
라면(치즈),면 및 만두류,594,80,17,23,0,7,336,2112
만두(고기만두),면 및 만두류,208,28,9,7,0,5,65,261
만두(김치만두),면 및 만두류,187,24,8,7,0,6,74,423
만두국,면 및 만두류,434,48,21,17,3,32,126,2366
메밀소바(간편조리세트 부타이 마제소바),면 및 만두류,1334,196,52,39,27,11,292,2833
밀면(물밀면),면 및 만두류,71,14,2,0,3,1,12,303
볶음면(간편조리세트 소고기 야끼소바),면 및 만두류,893,65,31,57,18,16,108,1725
분짜,면 및 만두류,136,20,6,4,5,0,12,398
스테이크(간편조리세트 시그니처 스테이크 부채살),구이류,601,32,49,31,25,4,64,1137
약과,빵 및 과자류,120,25,1,1,5,1,4,17
유과,빵 및 과자류,127,22,1,4,7,0,17,7
국수(김치말이국수),면 및 만두류,300,52,13,5,8,4,132,2124
국수(막국수),면 및 만두류,570,110,20,6,9,15,110,3260
기스면,면 및 만두류,610,90,38,11,0,7,340,2760
냉면(비빔냉면),면 및 만두류,131,21,3,4,3,1,22,311
냉면(열무냉면),면 및 만두류,528,98,21,6,27,40,176,3152
떡만두국,면 및 만두류,623,111,20,11,0,8,98,1981
라멘(간편조리세트 매운돈코츠라멘),면 및 만두류,1519,123,64,85,19,28,317,7127
라멘(돈코츠라멘),면 및 만두류,98,6,4,6,0,0,14,377
라멘(미소라멘),면 및 만두류,89,11,5,3,1,1,16,388
라멘(소유라멘),면 및 만두류,72,9,4,2,0,0,14,420
라멘(시오라멘),면 및 만두류,84,12,5,2,0,1,13,292
라면(간편조리세트 ?c양꿍요괴라면),면 및 만두류,1130,173,31,36,0,10,385,6304
라면(국물),면 및 만두류,19,2,0,1,0,0,5,380
케이크(치즈케이크),빵 및 과자류,329,29,7,21,15,1,72,201
크로켓(고로케)(채소),빵 및 과자류,301,31,7,16,3,1,32,403
파이/만주(만주),빵 및 과자류,223,47,5,2,22,3,31,118
페이스트리,빵 및 과자류,320,33,6,18,5,2,22,296
프레즐,빵 및 과자류,312,55,8,6,7,3,66,215
피자(불고기피자),빵 및 과자류,506,61,27,17,9,5,480,916
피자(치즈피자),빵 및 과자류,554,71,31,16,6,6,678,950
피자(페퍼로니피자),빵 및 과자류,532,70,29,15,7,5,538,946
피자(포테이토피자),빵 및 과자류,628,72,28,26,8,6,540,1000
핫도그,빵 및 과자류,341,25,8,23,3,2,29,398
핫도그(감자),빵 및 과자류,324,20,8,23,2,2,28,490
핫도그(모짜렐라),빵 및 과자류,318,28,12,18,2,2,186,455
햄버거,빵 및 과자류,225,16,11,13,5,1,109,323
햄버거(소고기패티),빵 및 과자류,271,36,12,9,6,0,30,594
햄버거(소고기패티 토마토 양상추),빵 및 과자류,229,18,10,13,4,7,16,378
햄버거(치즈),빵 및 과자류,284,22,15,15,4,1,90,525
매작과,빵 및 과자류,124,20,2,4,4,0,10,30
산자,빵 및 과자류,110,25,1,1,9,0,2,7
스테이크(간편조리세트 비프찹스테이크),구이류,791,39,42,52,31,4,81,1878
찹쌀떡(팥),빵 및 과자류,266,58,4,2,24,2,12,191
다식(송화),빵 및 과자류,111,22,2,1,7,2,42,4
다쿠아즈,빵 및 과자류,447,43,8,27,38,3,38,51
도넛(찹쌀),빵 및 과자류,207,40,4,4,12,2,18,243
마카롱,빵 및 과자류,480,45,7,30,41,2,112,47
버터크림빵,빵 및 과자류,230,28,5,11,7,1,24,191
샌드위치(닭고기),빵 및 과자류,250,21,16,11,3,1,58,753
샌드위치(생선),빵 및 과자류,257,27,10,12,3,1,37,602
샌드위치(소고기),빵 및 과자류,244,22,15,10,3,1,55,653
샌드위치(소시지),빵 및 과자류,276,24,10,16,3,1,45,542
샌드위치(참치),빵 및 과자류,555,36,23,35,10,5,132,915
샌드위치(햄 치즈),빵 및 과자류,284,27,9,16,4,0,75,488
샌드위치(햄 치즈 채소),빵 및 과자류,214,22,9,10,4,5,78,532
소보로빵,빵 및 과자류,277,42,6,9,11,2,24,202
소보로빵(맘모스빵),빵 및 과자류,354,51,7,14,25,3,26,137
식빵(통밀식빵),빵 및 과자류,279,49,9,5,4,5,35,660
앙금빵(앙버터빵),빵 및 과자류,372,42,7,20,16,4,30,221
케이크(초콜릿케이크),빵 및 과자류,420,44,5,25,23,2,44,170
스테이크(간편조리세트 블랙라벨 스테이크 부채살),구이류,769,28,65,44,16,10,89,1334
백설기(검정콩),빵 및 과자류,229,48,6,1,2,2,19,223
빙떡(메밀전병),빵 및 과자류,168,22,6,6,0,3,36,346
송편(검정콩),빵 및 과자류,200,41,7,1,0,0,20,463
송편(깨),빵 및 과자류,224,45,5,3,1,4,71,232
송편(콩),빵 및 과자류,194,42,5,1,1,4,17,234
송편(팥),빵 및 과자류,200,44,5,0,0,0,5,466
수수경단,빵 및 과자류,218,43,8,1,0,0,14,238
수수부꾸미,빵 및 과자류,248,42,6,6,0,7,17,261
수수팥떡,빵 및 과자류,204,43,7,1,2,8,21,242
시루떡,빵 및 과자류,217,48,5,1,3,4,18,278
시루떡(녹두),빵 및 과자류,246,48,8,3,4,4,26,264
쑥떡,빵 및 과자류,249,58,3,0,10,2,17,254
약식,빵 및 과자류,220,45,4,2,10,1,14,233
인절미(콩고물),빵 및 과자류,231,50,6,1,2,2,12,337
인절미(팥고물),빵 및 과자류,204,45,4,1,0,0,16,269
절편,빵 및 과자류,197,44,4,1,0,1,16,258
찰시루떡,빵 및 과자류,181,38,7,0,1,1,21,182
찹쌀떡,빵 및 과자류,277,66,3,0,17,1,12,226
초밥(장어),밥류,488,81,17,11,13,3,80,1270
초밥(한치),밥류,375,78,14,1,13,1,18,1200
캘리포니아롤,밥류,489,89,12,9,8,7,147,1296
콩밥(강낭콩),밥류,173,38,4,0,0,1,16,25
회덮밥,밥류,685,103,30,17,10,8,120,745
가래떡,빵 및 과자류,210,46,4,1,0,0,12,250
가래떡(흑미),빵 및 과자류,205,48,4,0,0,0,8,226
개피떡(바람떡),빵 및 과자류,206,44,5,1,7,0,14,286
경단(깨),빵 및 과자류,319,74,4,1,26,5,62,180
경단(찹쌀 카스텔라),빵 및 과자류,237,51,4,2,0,0,14,185
경단(콩),빵 및 과자류,314,74,4,0,20,2,10,226
기피편,빵 및 과자류,220,49,5,0,2,5,12,281
모듬찰떡,빵 및 과자류,233,43,6,4,3,4,24,203
모싯잎송편(동부),빵 및 과자류,190,40,6,1,3,4,88,262
모싯잎송편(동부(국내산)),빵 및 과자류,190,41,5,1,1,4,91,282
모싯잎송편(동부(수입산)),빵 및 과자류,190,40,6,1,3,3,85,242
무지개떡,빵 및 과자류,229,53,4,0,8,0,10,277
백설기,빵 및 과자류,224,50,4,1,7,0,13,290
삼각김밥(숯불갈비),밥류,161,33,4,2,0,1,11,358
삼각김밥(참치마요네즈),밥류,172,32,4,3,0,1,10,282
새우튀김롤,밥류,606,96,14,18,11,7,162,1392
쌀밥,밥류,166,37,3,0,0,0,6,0
알밥(간편조리세트 갑오징어알뚝밥),밥류,440,36,35,17,9,3,71,3664
연어롤,밥류,510,74,19,15,8,9,135,1212
연잎밥,밥류,207,47,4,0,0,0,14,178
자장밥,밥류,740,120,15,22,5,12,55,1560
주먹밥(멸치),밥류,312,54,9,7,0,3,110,496
짜장밥(오징어),밥류,136,22,6,3,0,1,19,325
초밥(광어),밥류,453,78,27,4,7,2,24,810
초밥(농어),밥류,398,79,17,1,13,2,18,1035
초밥(모듬),밥류,462,76,25,6,8,2,45,969
초밥(문어),밥류,392,82,15,1,13,2,22,1200
초밥(새우),밥류,130,20,8,2,3,0,24,451
초밥(연어),밥류,207,20,11,9,3,0,510,278
초밥(유부초밥),밥류,165,31,4,3,2,1,63,255
덮밥(송이버섯),밥류,582,96,18,14,2,13,72,1680
덮밥(유산슬),밥류,578,74,27,19,0,10,110,1578
덮밥(장어),밥류,716,97,30,23,5,10,180,920
덮밥(참치),밥류,680,103,29,17,3,8,100,1620
덮밥(해물),밥류,770,100,42,22,1,11,140,1806
리소토/리조또(간편조리세트 베이컨버섯크림리조또),밥류,1661,141,28,109,18,7,240,2247
리소토/리조또(간편조리세트 쉬림프로제리조또),밥류,1427,151,27,79,31,5,300,2425
볶음밥(간편조리세트 돼지불백깍둑볶음누룽밥),밥류,1112,107,65,47,24,6,490,3098
볶음밥,밥류,193,22,7,8,1,0,51,282
볶음밥(김치),밥류,167,23,4,6,1,1,27,320
볶음밥(삼선),밥류,688,86,26,26,1,9,92,1212
비빔밥(간편조리세트 꼬막비빔밥),밥류,357,38,25,11,18,9,108,1627
비빔밥(멍게),밥류,548,91,17,13,16,7,144,1144
비빔밥(약초),밥류,512,80,12,16,2,10,244,972
삼각김밥(고추장불고기),밥류,165,34,4,2,0,1,29,343
곤드레나물밥,밥류,522,99,10,9,0,10,147,91
국밥,밥류,416,59,28,8,0,10,200,2304
국밥(굴),밥류,682,88,42,18,0,5,195,1638
국밥(돼지고기),밥류,912,75,66,39,0,12,132,1092
국밥(소고기),밥류,329,43,22,8,2,7,91,1785
귀리밥,밥류,162,35,4,1,0,1,11,0
누룽지(뜨거운물첨가),밥류,69,15,1,0,1,0,4,13
아이스 카페라떼(카라멜),음료 및 차류,195,33,5,5,21,0,202,60
아이스 카페모카,음료 및 차류,206,34,6,5,24,1,195,85
아이스 카페모카(카라멜),음료 및 차류,259,49,6,5,33,1,206,89
아이스 카페모카(카라멜 휘핑크림),음료 및 차류,369,51,6,16,33,1,224,103
아이스 카페모카(휘핑크림),음료 및 차류,316,36,6,16,24,1,213,99
율무차,음료 및 차류,66,12,1,2,7,0,5,62
카페라떼,음료 및 차류,135,13,6,6,7,0,220,71
카페라떼(시럽),음료 및 차류,181,24,6,6,18,0,238,71
카페라떼(카라멜),음료 및 차류,209,33,6,7,21,0,238,75
카페모카,음료 및 차류,224,34,7,7,24,0,238,99
카페모카(카라멜),음료 및 차류,263,45,7,7,31,0,248,99
카페모카(카라멜 휘핑크림),음료 및 차류,373,47,7,18,31,0,266,114
카페모카(휘핑크림),음료 및 차류,330,36,7,18,24,0,256,110
커피(타먹는커피),음료 및 차류,51,10,0,1,6,0,17,2
감자범벅,"곡류, 서류 제품",107,25,3,0,4,3,12,674
파강회,"채소, 해조류",36,5,1,1,2,1,32,235
육회,수·조·어·육류,474,40,28,23,29,3,54,732
모듬회,수·조·어·육류,200,8,34,3,3,0,63,740
오이장아찌,장아찌·절임류,41,4,1,2,2,0,23,1153
무말랭이장아찌,장아찌·절임류,110,17,4,3,6,6,91,1212
무숙장아찌,장아찌·절임류,87,4,3,6,2,0,24,1308
짜장소스,"장류, 양념류",202,26,9,7,8,4,48,1076
카레소스,"장류, 양념류",203,28,8,7,6,3,49,1090
고춧가루 양념장,"장류, 양념류",161,17,7,8,2,5,98,1628
기름장,"장류, 양념류",64,0,0,7,0,0,4,752
쌈장,"장류, 양념류",31,4,1,1,1,1,12,516
초간장,"장류, 양념류",11,2,1,0,0,0,3,478
팥빙수,유제품류 및 빙과류,297,62,7,2,34,3,48,102
두유 카페라떼,음료 및 차류,106,8,5,6,4,1,128,114
두유 카페라떼(시럽),음료 및 차류,156,21,5,6,16,1,149,117
딸기넥타,음료 및 차류,110,28,1,0,22,2,25,21
딸기바나나 스무디,음료 및 차류,192,42,4,2,33,3,103,39
미숫가루(선식)음료,음료 및 차류,128,28,3,1,12,2,11,1
수박화채,음료 및 차류,84,16,2,2,11,0,64,18
아이스 카페라떼,음료 및 차류,110,11,5,5,6,0,181,57
아이스 카페라떼(시럽),음료 및 차류,163,24,5,5,18,0,199,60
천사채무침,생채·무침류,161,6,7,12,1,2,66,546
치커리무침,생채·무침류,24,4,1,1,1,1,35,258
콩나물 느타리무침,생채·무침류,46,4,3,3,0,2,24,193
콩나물냉채,생채·무침류,14,2,1,0,0,0,13,101
콩나물냉채(오이),생채·무침류,63,10,4,1,5,2,69,230
오이김치,김치류,39,8,2,0,2,2,39,1894
가지김치,김치류,36,6,2,1,2,3,62,1592
섞박지,김치류,38,7,2,1,2,3,57,1895
양념채김치,김치류,101,14,6,3,6,5,213,2027
오이 물김치,김치류,51,9,3,1,4,2,79,2268
양념 바지락젓,젓갈류,6,0,1,0,0,0,11,0
양념 새우젓,젓갈류,10,1,1,0,0,0,44,879
양념 오징어젓,젓갈류,9,1,1,0,0,0,11,279
양념 오징어젓(낙지),젓갈류,10,1,1,0,0,0,12,302
더덕장아찌,장아찌·절임류,59,9,1,3,2,2,22,2116
시금치 겉절이,생채·무침류,44,5,2,2,1,2,32,289
쑥갓오이무침,생채·무침류,47,7,2,1,0,2,75,197
양념 도토리묵,생채·무침류,64,12,1,1,0,1,20,424
양배추 겉절이,생채·무침류,45,7,2,1,3,2,38,445
양배추 샐러드,생채·무침류,121,5,1,11,2,1,24,177
양배추부추무침,생채·무침류,31,6,2,0,3,2,30,296
양상추 샐러드,생채·무침류,66,4,1,5,2,0,12,74
어묵 오이무침,생채·무침류,135,19,8,3,5,1,47,562
오이 도라지 생채,생채·무침류,53,11,2,1,4,2,26,286
오이고추 된장무침,생채·무침류,16,3,1,0,0,0,6,156
오이부추무침,생채·무침류,13,3,0,0,1,0,6,103
옥수수샐러드,생채·무침류,168,16,2,11,5,1,16,222
옥수수샐러드(햄),생채·무침류,200,13,9,12,2,2,35,312
유채무침,생채·무침류,48,10,3,1,4,2,94,180
쥐포무침,생채·무침류,92,10,8,2,6,0,28,428
짜사이무침,생채·무침류,22,2,0,2,1,0,12,474
참나물 무침(된장),생채·무침류,8,1,0,0,0,0,12,50
참치 샐러드,생채·무침류,203,3,11,16,1,0,11,153
돌나물무침,생채·무침류,22,5,1,0,2,0,43,139
두부냉채,생채·무침류,141,7,12,8,1,2,60,420
마늘쫑장아찌무침,생채·무침류,40,9,1,0,4,1,8,353
마카로니 샐러드,생채·무침류,220,18,9,12,1,2,31,543
메밀묵 무침,생채·무침류,94,17,2,2,2,2,26,360
멕시컨샐러드,생채·무침류,192,14,7,12,8,2,32,412
문어무침,생채·무침류,82,6,9,3,2,1,30,435
미역 오이무침,생채·무침류,61,12,2,2,6,2,87,817
뱅어포무침,생채·무침류,108,3,13,5,1,0,207,329
